                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
                  K2-50 b,                  K2-50,      1,      2,   0.070500,  1.590,   unknown, 4326.00,   0.55, 257.4430000
                  K2-53 b,                  K2-53,      1,      1,   0.098000,  2.600,   unknown, 5263.00,   0.81, 138.0180000
                  K2-55 b,                  K2-55,      1,      1,   0.034860,  3.820,   unknown, 4456.00,   0.63, 159.5220000
                  K2-57 b,                  K2-57,      1,      1,   0.074600,  2.100,   unknown, 4434.00,   0.62, 264.2130000
                  K2-58 b,                  K2-58,      1,      3,   0.069200,  2.680,   unknown, 5413.00,   0.86, 181.7460000
                  K2-58 c,                  K2-58,      1,      3,   0.035000,  1.620,   unknown, 5413.00,   0.86, 181.7460000
                  K2-58 d,                  K2-58,      1,      3,   0.151700,  1.710,   unknown, 5413.00,   0.86, 181.7460000
                  K2-59 b,                  K2-59,      1,      2,   0.135400,  2.410,   unknown, 5055.00,   0.73, 311.3130000
                  K2-59 c,                  K2-59,      1,      2,   0.090500,  2.300,   unknown, 5055.00,   0.73, 311.3130000
                   K2-6 b,                   K2-6,      1,      1,   0.189800,  2.500,   unknown, 5850.00,   0.96, 316.8190000
                  K2-60 b,                  K2-60,      1,      1,   0.045000,  7.656, 135.39558, 5500.00,   1.12, 491.8700000
                  K2-61 b,                  K2-61,      1,      1,   0.039200,  2.480,   unknown, 6293.00,   1.36, 405.7320000
                  K2-62 b,                  K2-62,      1,      2,   0.063600,  2.140,   unknown, 4880.00,   0.73, 112.4670000
                  K2-62 c,                  K2-62,      1,      2,   0.114800,  2.140,   unknown, 4880.00,   0.73, 112.4670000
                  K2-63 b,                  K2-63,      1,      2,   0.162700,  3.220,   unknown, 6771.00,   1.63, 517.5340000
                  K2-63 c,                  K2-63,      1,      2,   0.189000,  3.900,   unknown, 6771.00,   1.63, 517.5340000
                  K2-64 b,                  K2-64,      1,      1,   0.061900,  2.070,   unknown, 5312.00,   0.73, 499.8910000
                  K2-65 b,                  K2-65,      1,      1,   0.101400,  1.580,   unknown, 5213.00,   0.84,     unknown
                  K2-66 b,                  K2-66,      1,      1,   0.059830,  2.490,  21.30000, 5887.00,   1.67, 513.8770000
                  K2-68 b,                  K2-68,      1,      1,   0.070800,  1.580,   unknown, 4746.00,   0.68, 168.6520000
                  K2-69 b,                  K2-69,      1,      1,   0.059100,  2.320,   unknown, 4127.00,   0.49, 180.6970000
                   K2-7 b,                   K2-7,      1,      1,   0.181400,  2.670,   unknown, 5772.00,   0.96, 738.5530000
                  K2-70 b,                  K2-70,      1,      1,   0.111200,  2.890,   unknown, 5622.00,   0.93, 232.9640000
                  K2-71 b,                  K2-71,      1,      1,   0.055900,  2.150,   unknown, 4006.00,   0.43, 153.1920000
                  K2-73 b,                  K2-73,      1,      1,   0.076190,  2.450,   unknown, 5922.00,   1.06, 269.1830000
                  K2-74 b,                  K2-74,      1,      1,   0.140200,  2.310,   unknown, 6060.00,   0.98, 377.8220000
                  K2-75 b,                  K2-75,      1,      2,   0.081000,  2.670,   unknown, 5995.00,   1.56, 561.9300000
                  K2-75 c,                  K2-75,      1,      2,   0.142900,  2.770,   unknown, 5995.00,   1.56, 561.9300000
                  K2-77 b,                  K2-77,      1,      1,    unknown,  2.300, 603.87700, 4970.00,   0.76, 141.7310000
                  K2-79 b,                  K2-79,      1,      1,   0.098700,  3.690,   unknown, 5926.00,   1.28, 256.0110000
                   K2-8 b,                   K2-8,      1,      2,   0.085600,  3.580,   unknown, 4870.00,   0.74, 403.5130000
                   K2-8 c,                   K2-8,      1,      2,   0.053200,  2.410,   unknown, 4870.00,   0.74, 403.5130000
                  K2-80 b,                  K2-80,      1,      3,   0.135000,  2.010,   unknown, 5441.00,   0.87, 200.8020000
                  K2-80 c,                  K2-80,      1,      3,   0.059600,  1.470,   unknown, 5441.00,   0.87, 200.8020000
                  K2-80 d,                  K2-80,      1,      3,    unknown,  2.552,   unknown, 5377.00,   0.84, 200.8020000
                  K2-81 b,                  K2-81,      1,      1,   0.059000,  1.970,   unknown, 4674.13,   0.63, 252.3180000
                  K2-84 b,                  K2-84,      1,      2,   0.066500,  2.410,   unknown, 5652.00,   0.93, 284.8760000
                  K2-84 c,                  K2-84,      1,      2,   0.176800,  2.030,   unknown, 5652.00,   0.93, 284.8760000
                  K2-85 b,                  K2-85,      1,      1,    unknown,  1.200,   unknown, 4427.00,   0.68,  97.2179000
                  K2-86 b,                  K2-86,      1,      1,   0.077000,  1.960,   unknown, 5482.00,   0.76, 258.6990000
                  K2-87 b,                  K2-87,      1,      1,   0.094000,  7.600,   unknown, 5747.00,   1.40, 491.2420000
                  K2-90 b,                  K2-90,      1,      2,   0.096000,  2.600,   unknown, 4484.00,   0.62, 134.1880000
                  K2-90 c,                  K2-90,      1,      2,   0.035000,  1.300,   unknown, 4421.98,   0.63, 134.1880000
                  K2-97 b,                  K2-97,      1,      1,   0.086000, 10.610,   unknown, 4717.00,   4.47, 878.4300000
                  K2-98 b,                  K2-98,      1,      1,   0.097400,  5.200,   unknown, 6172.00,   1.57, 518.6250000
                  K2-99 b,                  K2-99,      1,      1,   0.159700, 11.730,   unknown, 6217.00,   2.63, 519.2290000
                KELT-10 b,                KELT-10,      1,      1,   0.052500, 15.681, 215.80657, 5948.00,   1.21, 188.4040000
                KELT-11 b,                KELT-11,      1,      1,    unknown, 15.132,  54.34893, 5375.00,   2.69,  99.1596000
                KELT-12 b,                KELT-12,      1,      1,   0.067080, 19.952, 301.93850, 6279.00,   2.37, 368.0300000
                KELT-14 b,                KELT-14,      1,      1,   0.030050, 19.537, 408.09372, 5720.00,   1.52, 250.1210000
                KELT-15 b,                KELT-15,      2,      1,    unknown, 19.504, 416.35730, 6003.00,   1.78, 324.6830000
                KELT-16 b,                KELT-16,      2,      1,   0.020440, 15.861, 874.03250, 6236.00,   1.36, 444.5860000
                KELT-18 b,                KELT-18,      2,      1,   0.045500, 17.598, 375.03940, 6670.00,   1.91, 321.3760000
               KELT-2 A b,               KELT-2 A,      2,      1,    unknown, 15.132, 540.31100, 6327.00,   1.93, 134.0580000
              KELT-23 A b,              KELT-23 A,      2,      1,   0.033020, 14.830, 298.12454, 5899.00,   1.00, 126.2610000
                KELT-24 b,                KELT-24,      1,      1,   0.069690, 14.258,1646.35940, 6509.00,   1.51,  96.5173000
                 KELT-3 b,                 KELT-3,      2,      1,    unknown, 17.486, 616.59020, 6304.00,   1.70, 210.2520000
               KELT-4 A b,               KELT-4 A,      3,      1,   0.043170, 19.044, 286.68266, 6206.00,   1.60, 218.0500000
                 KELT-6 b,                 KELT-6,      1,      2,    unknown, 14.572, 165.27160, 6102.00,   1.73, 240.7260000
                 KELT-6 c,                 KELT-6,      1,      2,   2.390000,unknown,1179.14930, 6272.00,   1.53, 240.7260000
                 KELT-7 b,                 KELT-7,      1,      1,    unknown, 17.934, 441.78370, 6768.00,   1.81, 136.6810000
                 KELT-8 b,                 KELT-8,      1,      1,    unknown, 18.159, 209.76780, 5754.00,   1.46, 197.5720000
           KIC 10068024 b,           KIC 10068024,      1,      1,    unknown,unknown, 635.65681, 6118.40,   1.57, 721.1050000
           KIC 10525077 b,           KIC 10525077,      1,      1,    unknown,  5.500,   unknown, 6091.00,   1.01,1461.1500000
            KIC 3558849 b,            KIC 3558849,      1,      1,    unknown,  6.900,   unknown, 6175.00,   1.01,1215.7000000
            KIC 5437945 b,            KIC 5437945,      1,      2,    unknown,  6.400,   unknown, 6340.00,   1.24,1274.0100000
            KIC 5479689 b,            KIC 5479689,      1,      1,    unknown,unknown, 158.91420, 5459.10,   0.89, 454.9500000
            KIC 8121913 b,            KIC 8121913,      1,      1,    unknown,unknown, 667.43965, 5975.30,   2.23, 707.3030000
            KIC 8540376 b,               KOI-7892,      1,      3,    unknown,  4.100,   unknown, 6474.00,   1.26,1072.3000000
            KIC 8540376 c,               KOI-7892,      1,      3,    unknown,  2.400,   unknown, 6474.00,   1.26,1072.3000000
            KIC 9663113 b,            KIC 9663113,      1,      2,    unknown,  4.600,   unknown, 6065.00,   1.03,1594.7400000
               KOI-1257 b,               KOI-1257,      2,      1,   0.382000, 10.540, 460.83000, 5520.00,   1.13,     unknown
                KOI-142 b,                KOI-142,      1,      3,    unknown,  3.438,   9.50000, 5466.00,   0.90, 376.8630000
                KOI-142 c,                KOI-142,      1,      3,    unknown,unknown, 214.10000, 5466.00,   0.90, 376.8630000
              KOI-1783.01,               KOI-1783,      1,      2,    unknown,  8.860,  71.00000, 5922.00,   1.14, 865.7300000
              KOI-1783.02,               KOI-1783,      1,      2,    unknown,  5.440,  15.00000, 5922.00,   1.14, 865.7300000
               KOI-1831 d,             Kepler-324,      1,      4,    unknown,  1.130,   2.23000, 5233.00,   0.83, 501.5740000
               KOI-1833 d,             Kepler-968,      1,      3,    unknown,  2.580,  11.02000, 4413.00,   0.67, 290.3240000
                KOI-217 b,                KOI-217,      1,      1,   0.047700, 12.442,   unknown, 5545.00,   0.86, 914.6990000
               KOI-3503 b,               KOI-3503,      1,      2,    unknown,  1.190,   9.20000, 6001.00,   1.25, 887.0640000
               KOI-3503 c,               KOI-3503,      1,      2,    unknown,  1.210,  10.36000, 6001.00,   1.25, 887.0640000
                KOI-351 b,                KOI-351,      1,      8,   0.074000,  1.310,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 c,                KOI-351,      1,      8,   0.089000,  1.190,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 d,                KOI-351,      1,      8,   0.320000,  2.870,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 e,                KOI-351,      1,      8,   0.420000,  2.660,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 f,                KOI-351,      1,      8,   0.480000,  2.880,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 g,                KOI-351,      1,      8,   0.710000,  8.100,   unknown, 6080.00,   1.20, 848.2540000
                KOI-351 h,                KOI-351,      1,      8,   1.010000, 11.300,   unknown, 6080.00,   1.20, 848.2540000
               KOI-3680 b,               KOI-3680,      1,      1,   0.534000, 11.097, 613.41190, 5830.00,   0.96, 921.9860000
                 KOI-94 b,                 KOI-94,      2,      4,   0.051190,  1.710,  10.50000, 6182.00,   1.52, 477.0520000
                 KOI-94 c,                 KOI-94,      2,      4,   0.101300,  4.320,  15.60000, 6182.00,   1.52, 477.0520000
                 KOI-94 d,                 KOI-94,      2,      4,   0.168400, 11.270, 106.00000, 6182.00,   1.52, 477.0520000
                 KOI-94 e,                 KOI-94,      2,      4,   0.304600,  6.560,  35.00000, 6182.00,   1.52, 477.0520000
                  KPS-1 b,                  KPS-1,      1,      1,   0.026900, 11.545, 346.43470, 5165.00,   0.91, 262.7060000
              Kepler-10 b,              Kepler-10,      1,      2,   0.017200,  1.481,   4.60853, 5627.00,   1.06, 185.5060000
              Kepler-10 c,              Kepler-10,      1,      2,    unknown,unknown,   7.37000, 5706.00,   1.09, 185.5060000
             Kepler-100 b,             Kepler-100,      1,      3,    unknown,  1.320,   7.34000, 5825.00,   1.49, 304.6450000
             Kepler-100 c,             Kepler-100,      1,      3,    unknown,  2.200,   7.05000, 5825.00,   1.49, 304.6450000
             Kepler-100 d,             Kepler-100,      1,      3,    unknown,  1.610,   3.00000, 5825.00,   1.49, 304.6450000
            Kepler-1000 b,            Kepler-1000,      1,      1,    unknown,  4.760,   unknown, 6453.00,   1.51,1115.6200000
            Kepler-1001 b,            Kepler-1001,      1,      2,    unknown,  3.150,   unknown, 5491.00,   0.88, 928.9780000
            Kepler-1001 c,            Kepler-1001,      1,      2,    unknown,  1.578,   unknown, 5376.00,   0.84, 928.9780000
            Kepler-1002 b,            Kepler-1002,      1,      1,    unknown,  1.710,   unknown, 6144.00,   1.57, 408.3030000
            Kepler-1003 b,            Kepler-1003,      1,      1,    unknown,  1.780,   unknown, 6109.00,   1.17, 941.9020000
            Kepler-1004 b,            Kepler-1004,      1,      1,    unknown,  6.280,   unknown, 4972.00,   3.39,1152.6800000
